Source Country,Vehicle ID,Brand *,Model *,Variant,Year From *,Year To,Body Type *,Segment,Drivetrain *,Seats,Battery kWh *,Battery Type,Mass kg *,Drag Cd *,Frontal A m2 *,Roll Cr,Drivetrain eff,Regen eff,Motor kW,Torque Nm,Top Speed kmh,0-100 sec,Cargo L,Towing kg,Length mm,Width mm,Height mm,Certified Range km *,Range Standard *,Real Range km *,Consumption Wh/km *,k_ref (derived),DC Plug *,AC Plug *,Peak DC kW *,Peak AC kW *,0-80pct min,V2L,V2G,SoC Min pct,SoC Max pct,Market Code *,Variant Note,Price local,Currency,Avail From,Heat Pump,Data Quality *,Data Source *,Source URL,Last Verified,Verified By,Notes,Battery Warranty Years,Battery Warranty Capacity Pct,tesla_supercharger_compat,Battery kWh usable,brand_norm,Drag Cd source,Mass kg source,Frontal A source,Roll Cr source,Drivetrain eff source,Regen eff source,Match method
India,IN-2025-0011,MG Motor,Windsor EV,,2024,,Crossover,,FWD,5.0,38.0,LFP,1580.0,0.3,2.62,0.012,0.92,0.65,100.0,200.0,140.0,9.5,,,4295.0,1850.0,1677.0,449.0,ARAI-MIDC,,,,CCS2,Type 2,60.0,7.4,50.0,Yes,Yes,10.0,80.0,IN,,,,,No,Verified-OEM,JSW MG Motor India OEM + Ackodrive comparison,https://www.mgmotor.co.in/vehicles/windsor-ev,2026-05-06,OEM brochure cross-reference,"Windsor EV Pro 52.9 kWh LFP. ARAI 449 km. 60 kW DC. Also base Windsor 38 kWh / 332 km variant. BaaS available from Rs 9.99 lakh. | Battery warranty: 8yr/70% (src: https://www.mgmotor.com.au/why-mg/warranty) | OEM harvest v6: MG Windsor EV 38 kWh; 45 kW DC; 7.4 kW AC | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Audit fix v9.1: battery corrected 52.9 → 38 kWh per MG Motor India OEM spec page",8,70,False,26.6,MG Motor,CLASS-MED,CLASS-MED,CLASS-MED,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0012,MG Motor,ZS EV,,2024,,SUV,,BEV,,68.3,NMC pouch (SVOLT / CATL),1695.0,0.295,2.46,0.012,0.95,0.65,115.0,,,,,,4314.0,1809.0,1620.0,440.0,WLTP,,178.0,,CCS2,Type 2,80.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=1263 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.mgmotor.com.au/why-mg/warranty) | OEM harvest v6: MG ZS EV Long Range (2024) 72.6 kWh; standard 50.3 kWh; 76-92 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: MG ZS EV LR — Fastned 92 kW peak (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,47.81,MG Motor,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0013,MG Motor,Comet EV,,2024,,Hatch,,BEV,,61.7,LFP (CATL); 17.3 kWh small EV,815.0,0.36,2.1,0.012,0.95,0.65,,,,,,,,,,,,,,,CCS2,Type 2,138.0,11.0,,,,10.0,80.0,IN,,,,,,Partial-secondary,open-ev-data (battery+charging),https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.mgmotor.com.au/why-mg/warranty) | OEM harvest v6: MG Comet EV 17.3 kWh; AC only 3.3 kW; small India city car | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,43.19,MG Motor,CLASS-MED,CLASS-MED,CLASS-MED,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0014,MG Motor,Gloster,,2024,,SUV,,BEV,,60.0,NMC (CATL); concept-stage limited,2100.0,0.3,2.65,0.012,0.95,0.65,,,,,,,,,,,,,,,CCS2,Type 2,88.0,11.0,,,,10.0,80.0,IN,,,,,,Triangulated-Aggregator,pending,https://www.mgmotor.co.in/,2026-05-06,,"Brand 'MG Motor' / Model 'Gloster' not in EEA or open-ev-data; needs OEM source | Battery warranty: 8yr/70% (src: https://www.mgmotor.com.au/why-mg/warranty) | OEM harvest v6: MG Gloster EV concept/limited; 60 kWh est; specs from MG India press materials | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,42.0,MG Motor,CLASS-MED-SUV,CLASS-MED-SUV,CLASS-MED-SUV,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,CLASS-MED
India,IN-2025-0015,Hyundai,Creta Electric,Creta Electric Long Range,2024,,SUV,,FWD,5.0,51.4,NMC,1611.0,0.32,2.49,0.012,0.93,0.65,126.0,200.0,165.0,7.9,,,4340.0,1790.0,1655.0,473.0,ARAI-MIDC,,,,CCS2,Type 2,50.0,11.0,58.0,Yes,No,10.0,80.0,IN,,,,,Yes,Verified-OEM,Hyundai India OEM official + Autocar India,https://www.hyundai.com/in/en/find-a-car/creta-electric,2026-05-06,OEM brochure cross-reference,"Creta Electric LR 51.4 kWh NMC (E-GMP-Lite 400V platform). ARAI 473 km. Also SR 42 kWh 99 kW / 390 km. V2L 3.6 kW. ADAS Level 2. | Battery warranty: 10yr/70% (src: https://owners.hyundaiusa.com/us/en/resources/warranty-information.html) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Trim populated v11: Creta Electric Long Range matched by battery size",10,70,False,35.98,Hyundai,OEM-DIRECT,OEM-DIRECT,OEM-DIRECT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0016,Hyundai,Ioniq 5,,2024,,SUV,,BEV,,72.6,NMC pouch (SK On); 800V E-GMP,2120.0,0.288,2.66,0.012,0.95,0.65,239.0,,,,,,4655.0,1890.0,1605.0,481.0,WLTP,,179.0,,CCS2,Type 2,221.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=2479 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 10yr/70% (src: https://owners.hyundaiusa.com/us/en/resources/warranty-information.html) | OEM harvest v6: Hyundai Ioniq 5 Long Range 77.4 kWh; 240 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Hyundai Ioniq 5 — Fastned observed 235 kW peak (close to 240 kW spec) (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | KIT Zenodo v8: Hyundai Ioniq 5 — KIT 2025-11-20 (DOI 10.5281/zenodo.17866847; AC charging cross-validation, KIT Campus Nord Germany, Hagenmeyer et al. 2025) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",10,70,False,50.82,Hyundai,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0017,Hyundai,Ioniq 6,SE Long Range,2024,,Sedan,,BEV,,72.6,NMC pouch (SK On),2003.0,0.21,2.3,0.012,0.95,0.65,168.0,,,,,,4855.0,1880.0,1495.0,583.0,WLTP,,151.0,,CCS2,Type 2,221.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=1279 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 10yr/70% (src: https://owners.hyundaiusa.com/us/en/resources/warranty-information.html) | OEM harvest v6: Hyundai Ioniq 6 Long Range 77.4 kWh; 240 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Hyundai Ioniq 6 — Fastned 233 kW peak observed (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Trim populated v9.2 (Audit Fix #3): SE Long Range matched by battery size | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",10,70,False,50.82,Hyundai,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0018,Kia,EV6,,2024,,SUV,,BEV,,67.7,NMC pouch (SK On); 800V E-GMP,1985.0,0.28,2.49,0.012,0.95,0.65,168.0,,,,,,4695.0,1880.0,1550.0,504.0,WLTP,,166.0,,CCS2,Type 2,212.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=3434 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 10yr/70% (src: https://www.kia.com/us/en/owners-warranty.html) | OEM harvest v6: Kia EV6 Long Range 77.4 kWh; 240 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Kia EV6 — Fastned 233 kW peak observed (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | KIT Zenodo v8: Kia EV6 — KIT 2025-11-26 and 2025-12-01 (DOI 10.5281/zenodo.17866847; AC charging cross-validation, KIT Campus Nord Germany, Hagenmeyer et al. 2025) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",10,70,False,47.39,Kia,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0019,Kia,EV9,,2024,,SUV,,BEV,,95.0,NMC pouch (SK On); 800V,2648.0,0.28,2.96,0.012,0.95,0.65,283.0,,,,,,5010.0,1980.0,1755.0,505.0,WLTP,,228.0,,CCS2,Type 2,210.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=1390 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 10yr/70% (src: https://www.kia.com/us/en/owners-warranty.html) | OEM harvest v6: Kia EV9 Long Range 99.8 kWh; 230 kW DC peak (800V); 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: Kia EV9 — Fastned 233 kW peak (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",10,70,False,66.5,Kia,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0020,Kia,Carens Clavis EV,,2024,,SUV,,BEV,,51.4,LFP (BYD FinDreams) — India,1750.0,0.31,2.61,0.012,0.95,0.65,,,,,,,,,,470.0,,,,,CCS2,Type 2,100.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-OEM-Stated,pending,https://www.kia.com/in/our-vehicles/carens-clavis-ev.html,2026-05-06,,"Brand 'Kia' / Model 'Carens Clavis EV' not in EEA or open-ev-data; needs OEM source | Battery warranty: 10yr/70% (src: https://www.kia.com/us/en/owners-warranty.html) | OEM harvest v6: Kia Carens Clavis EV 51.4 kWh; 100 kW DC; 11 kW AC; India | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Range backfill v9.1: WLTP-equivalent from OEM brochure (audit-driven fix) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",10,70,False,35.98,Kia,CLASS-MED,CLASS-MED,CLASS-MED,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0021,BYD,Atto 3,,2024,,SUV,,BEV,,60.5,LFP Blade (BYD FinDreams),1825.0,0.285,2.5,0.012,0.95,0.65,150.0,,,,,,4455.0,1875.0,1615.0,420.0,WLTP,,160.0,,CCS2,Type 2,89.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=1661 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.byd.com/eu/service-maintenance/warranty-policy) | OEM harvest v6: BYD Atto 3 Extended Range 60.48 kWh Blade LFP; 88 kW DC; 7 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BYD Atto 3 — Fastned 88 kW peak (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | China MIIT v9: BYD Atto 3 (Yuan Plus in China) 60.48 kWh Blade LFP; MIIT-filed; CnEVPost cross-confirmed.",8,70,False,42.35,BYD,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0022,BYD,Seal,,2024,,Sedan,,BEV,,82.5,LFP Blade (BYD FinDreams),2510.0,0.219,2.32,0.012,0.95,0.65,230.0,,,,,,4800.0,1875.0,1460.0,502.0,WLTP,,219.0,,CCS2,Type 2,140.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=294 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.byd.com/eu/service-maintenance/warranty-policy) | OEM harvest v6: BYD Seal Performance AWD 82.5 kWh Blade; 150 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BYD Seal — Fastned 150 kW peak (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | China MIIT v9: BYD Seal AWD Performance 82.5 kWh Blade LFP; CLTC 700 km; MIIT-confirmed; Wikipedia cross.",8,70,False,57.75,BYD,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0023,BYD,eMax 7,,2024,,Van,,BEV,,71.8,LFP Blade (BYD FinDreams),2295.0,0.3,2.86,0.012,0.95,0.65,,,,,,,4710.0,1810.0,1764.0,530.0,,,,,CCS2,Type 2,115.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-OEM-Stated,pending,https://www.byd.com/eu/car/byd-e-max-7,2026-05-06,,Brand 'BYD' / Model 'eMax 7' not in EEA or open-ev-data; needs OEM source | Battery warranty: 8yr/70% (src: https://www.byd.com/eu/service-maintenance/warranty-policy) | OEM harvest v6: BYD eMax 7 71.8 kWh Blade LFP; 115 kW DC; 11 kW AC; 7-seat MPV | AIS regulatory v8: AIS-156 + AIS-038 Rev 2 mandatory for Indian commercial EVs per CMVR Rule 124. | China MIIT v9: BYD eMax 7 71.8 kWh Blade LFP; 7-seat MPV. | Range backfill v9.1: WLTP-equivalent from OEM brochure (audit-driven fix),8,70,False,50.26,BYD,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0024,BYD,Sealion 7,,2024,,SUV,,BEV,,82.5,LFP Blade (BYD FinDreams),2222.0,0.219,2.32,0.012,0.95,0.65,160.0,,,,,,4800.0,1875.0,1460.0,500.0,WLTP,,205.0,,CCS2,Type 2,140.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=481 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.byd.com/eu/service-maintenance/warranty-policy) | OEM harvest v6: BYD Seal Performance AWD 82.5 kWh Blade; 150 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BYD Seal — Fastned 150 kW peak (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | China MIIT v9: BYD Seal AWD Performance 82.5 kWh Blade LFP; CLTC 700 km; MIIT-confirmed; Wikipedia cross.",8,70,False,57.75,BYD,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0025,BMW,iX1,,2024,,SUV,,BEV,,64.7,NMC811 prismatic (CATL),2270.0,0.27,2.55,0.012,0.95,0.65,210.0,,,,,,4500.0,1845.0,1616.0,461.0,WLTP,,180.0,,CCS2,Type 2,130.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=1178 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.bmwusa.com/explore/bmw-warranty-and-maintenance.html) | OEM harvest v6: BMW iX1 xDrive30 64.7 kWh; 130 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BMW iX1 — Fastned 130 kW peak (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,45.29,BMW,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0026,BMW,iX,iX xDrive60 / M70,2024,,SUV,,BEV,,105.2,,2270.0,0.25,2.84,0.012,0.95,0.65,210.0,,,,,,,,,461.0,WLTP,,180.0,,CCS2,Type 2,195.0,11.0,,,,10.0,80.0,IN,,,,,,Verified-EEA,"EEA CO2 monitoring 2024 (n=1178 EU registrations), open-ev-data (battery+charging)",https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Mass, consumption, range, motor kW from EEA EU regulator data — same vehicle is sold in EU and in India; Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.bmwusa.com/explore/bmw-warranty-and-maintenance.html) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Trim populated v11: iX xDrive60 / M70 matched by battery size",8,70,False,73.64,BMW,EVDB,ORIGINAL-KEPT,EVDB,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0027,BMW,i4,eDrive40,2024,,Sedan,,BEV,,81.0,NMC811 prismatic (CATL),2125.0,0.24,2.27,0.012,0.95,0.65,,,,,,,4783.0,1852.0,1448.0,,,,,,CCS2,Type 2,207.0,11.0,,,,10.0,80.0,IN,,,,,,Partial-secondary,open-ev-data (battery+charging),https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.bmwusa.com/explore/bmw-warranty-and-maintenance.html) | OEM harvest v6: BMW i4 eDrive40/M50 83.9 kWh; 205 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BMW i4 — Fastned 200 kW peak (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Trim populated v9.2 (Audit Fix #3): eDrive40 matched by battery size | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,56.7,BMW,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
India,IN-2025-0028,BMW,i5,eDrive40 / M60,2024,,Sedan,,BEV,,81.2,NMC811 prismatic (CATL),2305.0,0.23,2.42,0.012,0.95,0.65,,,,,,,5060.0,1900.0,1505.0,,,,,,CCS2,Type 2,206.0,11.0,,,,10.0,80.0,IN,,,,,,Partial-secondary,open-ev-data (battery+charging),https://co2cars.apps.eea.europa.eu/ + open-ev-data,2026-05-06,origin-country regulator + secondary,"Battery+charging from open-ev-data; Cd, Frontal A: not in any source; trip planner should use consumption Wh/km | Battery warranty: 8yr/70% (src: https://www.bmwusa.com/explore/bmw-warranty-and-maintenance.html) | OEM harvest v6: BMW i5 eDrive40 84.3 kWh; 205 kW DC; 11 kW AC | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Fastned v7: BMW i5 — Fastned 205 kW peak (https://www.fastnedcharging.com/en/brands-overview) | AIS regulatory v8: AIS-156 (battery safety, equiv UN GTR 20) + AIS-038 Rev 2 (battery system) mandatory for Indian sale per CMVR Rule 124. Phase 1 effective 1-Dec-2022, Phase 2 effective 31-Mar-2023. | Trim populated v9.2 (Audit Fix #3): eDrive40 / M60 matched by battery size | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,56.84,BMW,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
